Name,Price
McCormicks Ground Sage,$6.99
President's Choice Whole Cloves,$6.49
Club House Black Peppercorn Grinder,$4.49
President's Choice Spearmint Leaves,$6.49
No Name Dehydrated Chopped Onions,$3.99
Weber Sizzlin' Butter Seasoning,$6.99
McCormicks Paprika,$6.99
No Name Roasted Garlic Puree,$3.49
"Club House Cinnamon, Ground",$6.49
President's Choice Ground Red Cayenne Pepper,$6.49
"Club House Allspice, Ground",$6.49
McCormicks Rosemary Leaves,$7.99
Tamam Sage Leaves,$4.29
PC Black Label Saffron Threads,$11.99
President's Choice Sage,$6.49
Club House Ground Cinnamon,$9.49
President's Choice Steak Rub Seasoning,$5.99
"Club House La Grille, Seasoned Salt",$8.99
"Club House Signature Blends, Roasted Garlic & Pepper",$8.99
President's Choice Sea Salt,$5.99
Club House Cinnamon Ground Organic,$3.79
PC Black Label Aleppo Pepper,$5.49
Club House Organic Crushed Red Pepper,$3.79
"Club House La Grille, Chipotle Mango Seasoning",$8.99
No Name Black Peppercorns,$19.99
Mother's Magic Iodized Himalayan Pink Salt,$6.99
Club House Ground Black Pepper,$6.99
McCormicks White Pepper Ground,$8.99
Club House All Purpose Seasoning Everything Bagel,$8.99
The Keg Steak Seasoning,$9.99
"Club House Signature Blends, Parmesan & Herbs",$8.99
President's Choice Basil,$6.49
President's Choice Summer Savory Leaves,$6.49
PC Black Label Chinese 5-Spice Seasoning Blend,$6.99
Club House Organic Thyme Leaves,$3.79
"Club House Pepper, Black Coarse",$8.99
Club House La Grille Montreal Chicken Wet Rub,$6.49
McCormicks Chili Powder,$9.99
Club House Celery Salt,$8.99
President's Choice Mediterranean Sea Salts,$9.99
President's Choice Anise Seeds,$6.49
President's Choice Lemon Pepper Seasoning,$6.49
Tamam Seven Spice,$2.49
Cool Runnings Meat Seasoning,$3.99
MDH Kashmiri Mirch Masala,$1.99
Dion Basil,$2.49
Dion Small Chives,$3.79
Dion Five Chinese Spices Mix,$3.29
Dion Dijon Tarragon,$2.79
Barberians Steak Seasoning,$6.99
Dion Savory,$2.29
President's Choice Pumpkin Pie Spice,$6.49
No Name Pork Coating Mix,$2.99
"Dion Cinnamon Sticks, 3",$5.49
Dion Cumin Seeds,$3.29
Vegeta Food Seasoning,$5.99
PC Black Label Herbes de Provence Spice Blend,$6.99
Dion Dill Leaves,$3.29
The Keg Chicken & Rib Seasoning,$5.49
A Spice Affair Everything Bagel Seasoning,$9.99
Kanel Organic Sunday Roast,$13.99
Dion Ground Cumin,$3.29
Stubb's Seasoning Beef Rub,$6.49
Kanel Montreal Bagel Spice,$13.99
Dion Mustard Seeds,$2.99
Stubb's Seasoning Chicken Rub,$6.49
Pope Bread Crumbs Italian Seasoned,$4.79
Dion Ground Cardamom,$9.99
President's Choice Garam Masala Blend,$6.49
Dion Star Anise,$4.79
Club House Minced Onion,$7.99
"Club House La Grille, Spicy Pepper Medley",$8.99
"Club House Signature Blends, Salt Free Garlic",$8.99
PC Blue Menu Sun-Dried Tomato & Herb Seasoning Blend,$6.49
Club House Garlic And Herb + Black Pepper And Sea Salt All Purpose Seasoning,$8.99
McCormicks Ground Cumin,$8.99
Club House Crushed Red Pepper,$8.99
Club House La Grille All Purpose Seasoning Cracked Pepper & Garlic With Sea Salt,$8.99
President's Choice Thyme Leaves,$6.49
Tamam Beef Shawarma Spice,$2.99
No Name Ground Black Pepper,$15.99
Watkins Organic Black Pepper Grinder,$8.99
Seto Fumi Furikake Rice Seasoning,$3.49
McCormicks Saffron,$16.99
President's Choice 4-Peppercorn Steak Spice Seasoning,$6.49
"Rice Seasoning, Nori Komi Furikake",$3.49
Club House Organic Ground Turmeric Bag,$3.79
No Name Ground Thyme,$3.99
President's Choice Medium Curry Powder,$6.49
Club House Ground Cumin,$8.99
Weber Cowboy Seasoning & Rub,$6.99
Windsor Seasoning Blend,$5.99
Club House Ground Mustard,$4.99
"Club House La Grille, Barbecue Chicken Seasoning",$8.99
Club House Pumpkin Pie Spice,$6.49
President's Choice Parsley Leaves,$6.49
President's Choice Ground Allspice,$6.49
Litehouse Freeze Dried Parsley,$6.49
Club House Minced Garlic,$8.99
"Club House La Grille, Salt Free Salmon Seasoning",$8.99
Litehouse Freeze Dried Dill,$6.99
Club House Bay Leaves,$7.99
President's Choice Whole Nutmeg,$6.49
Club House Sea Salt Grinder,$4.49
Watkins Ground Black Pepper Organic,$7.99
McCormicks Garlic Powder,$9.99
President's Choice Tellicherry Black Peppercorns,$6.49
Tajin Chili Powder Seasoning,$4.99
Tamam Ground Allspice,$2.49
Cool Runnings Caribbean Spice & Roasted Garlic,$3.99
Tamam Ground Sumac,$2.99
Maggi Season-Up! Powdered Seasoning All Purpose,$4.99
Windsor Himalayan Pink Salt Fine,$8.49
Dion Italian Herbs,$3.79
Dion 4-Peppercorn Mix,$7.99
President's Choice Ground Cloves,$6.49
4C Japanese Style Bread Crumbs,$3.79
Dion Onions Granules,$3.29
Dion Oregano,$3.49
"Pastene Bread Crumbs, Plain",$4.79
President's Choice Jamaican Jerk Seasoning,$6.49
Club House Chicken Parmesan Seasoning Mix,$2.49
"Aurora Plain Bread Crumbs, Panko",$4.49
Grace Bag N' Cook Dry Rub Seasoning With Oven Bag Hot Jamaican Jerk,$2.79
President's Choice Rainbow Peppercorn Blend,$5.99
Litehouse Chives,$6.49
PC Black Label Sumac,$6.99
PC Black Label Fiori Di Sicilia  Natural Citrus And Vanilla Flavour,$8.99
Windsor Grinder Refill Sea Salt Extra Coarse,$5.49
Mrs Dash Seasoning Blend Table Blend,$4.99
"Club House Blends, Italiano Seasoning",$13.79
"Club House Signature Blend, Cajun",$8.99
Tamam Zaatar Jordanian Blend,$8.49
President's Choice Seafood Rub Seasoning,$5.99
"Club House La Grille, Pork Seasoning",$8.99
Club House Garlic Salt,$6.99
PC Black Label Harissa Spice Blend,$6.99
"Club House La Grille, Montreal Steak Spice Seasoning",$13.99
PC Black Label Peri Peri Spice Blend,$6.99
"Club House Black Pepper, Ground",$8.99
"Club House La Grille, No Salt Added Steak Spice Seasoning",$8.99
President's Choice Dill Seeds,$6.49
Club House Oregano Leaves,$8.99
PC Black Label Garam Masala Spice Blend,$6.99
President's Choice Himalayan Rock Salts,$5.99
President's Choice Cilantro Leaves,$6.49
Windsor Fleur de Sel de Camargue,$12.49
"Club House Ginger, Ground",$5.99
"Suraj Rice Flakes, Poha",$2.29
Cool Runnings Jerk Seasoning,$3.99
"Suraj Cumin Seeds, Jeera",$6.99
Tamam Oregano,$4.49
"Suraj Black Peppercorns, Kali Mirch",$3.29
Cool Runnings Chicken Seasoning,$6.19
Joy's Kitchen Garlic Powder Jamaican Scotch Bonnet Hot,$4.29
Tamam Rose Water,$2.49
Cool Runnings Fish Seasoning,$4.29
Suraj Cloves,$3.29
Suraj Fennel Seed,$2.99
"MDH Spice Mix, Butter Chicken Masala",$1.99
Dion White Ground Pepper,$4.79
Dion Paprika,$4.79
Minced Garlic with Olive Oil,$6.99
Dion Black Peppercorn,$7.99
"4C Japanese Style Bread Crumbs, Seasoned",$3.79
Dion Coriander Leaves,$3.79
A Spice Affair Royal Steak Seasoning,$9.99
"Dion Steak Spices, No Salt",$3.79
Dion Sea Salt,$7.99
Dion Ground Cinnamon,$2.99
Stubb's Seasoning Bar-B-Q Rub,$6.49
Sachili Original Chili Topping,$10.99
Dion BBQ Spices,$5.99
Dion Garlic Powder,$3.29
Dion Ground Mexican Chillies,$3.79
A Spice Affair Piri Piri Spice,$9.99
A Spice Affair Italian Herbs,$9.99
President's Choice Plant Based Pea Crumbs,$3.29
Minced Garlic,$3.99
Grace Bag N' Cook Dry Rub Seasoning With Oven Bag Mild Jamaican Jerk,$2.79
Windsor Salt Free Salt Substitute,$7.99
Kanel Stockholm Lemon & Dill,$12.99
Dion Onion Powder,$3.29
Dion Ground Mustard,$2.49
Pope Bread Crumbs Plain,$4.79
Montana's Marinated Ribs Dry Rub,$7.99
Dion Fine Herbs,$3.79
Dion Rosemary,$2.79
Haddar Paprika,$1.99
PC Blue Menu Lemon & Herb Seasoning,$6.49
"Club House La Grille, Maple Bacon Seasoning",$8.99
Heiwa Roasted Black Sesame Seeds,$5.39
President's Choice Ground Cumin,$6.49
President's Choice Paprika,$6.49
"Club House La Grille, Brazillian Style BBQ Seasoning",$8.99
President's Choice Ground Turmeric,$6.49
Watkins Sea Salt Grinder,$8.99
"Club House La Grille, No Salt Added Vegetable Seasoning",$8.99
"Club House One Step Seasoning, Salad Herbs",$8.99
Club House Chili Powder,$8.99
PC Black Label Seasoning Truffle Salt,$12.99
President's Choice Garlic Powder,$6.49
Keens Dry Mustard,$6.49
"Club House Signature Blends, Garlic Plus",$8.99
Club House One Step Seasonings Rotisserie Chicken,$8.99
No Name Poultry Seasoning,$1.29
PC Black Label Spice Ceylon Cinnamon,$5.99
No Name Crushed Red Pepper,$7.49
Tamam Couscous Spice,$2.49
Club House Curry Powder,$8.99
No Name Seasoning Salt,$3.49
President's Choice Ground Nutmeg,$6.49
President's Choice Ground Ginger,$6.49
Tastie Star Anise,$4.99
President's Choice Celery Salt,$6.49
No Name Ground Sage,$3.99
Windsor Iodized Salt & Pepper,$5.99
President's Choice Oregano Leaves,$6.49
Club House Organic Oregano Leaves,$3.79
Sempio Natural Sea Salts,$2.49
Dion Ground Ginger,$2.79
Dion Juniper Berries,$3.79
"Club House La Grille, Montreal Chicken Seasoning",$8.99
PC Black Label Tandoori Spice Indian Seasoning Blend,$6.99
Litehouse Basil,$6.49
McCormicks Oregano Leaves,$7.99
Club House Apple Pie Spice,$6.49
President's Choice Ground Chipotle Chili Pepper,$6.49
"Club House La Grille, Spicy Montreal Steak Spice Seasoning",$8.99
President's Choice Tarragon Leaves,$6.49
President's Choice Ground Oregano,$6.49
PC Black Label Za'Atar Spice Blend,$6.99
No Name Garlic Salt,$10.99
President's Choice Italian Style Seasoning,$6.49
"Club House La Grille, Montreal Chicken Seasoning",$12.99
Mrs Dash Seasoning Blend Original,$4.99
President's Choice Ground Cardamom,$6.49
McCormicks Ground Nutmeg,$9.99
Tamam Falafel Spice,$2.49
McCormicks Ground Ginger,$7.99
Tamam Zaatar Aleppo Blend,$8.49
Tamam Shish Taouk Spices,$2.49
Tamam Chicken Shawarma Spice,$2.99
Club House Salads'n Dips Seasoning Mix Guacamole,$1.69
"General Mills Honey Nut Cheerios Breakfast Cereal, Family Size, Whole Grains",$5.99
Kelloggs Rice Krispies Original,$6.49
Kelloggs Special K Cereal Whole Blueberries,$6.99
"Kelloggs Mini-Wheats Cereal, Original",$6.99
Post Sugar Crisp Cereal,$3.99
General Mills French Toast Crunch Cereal,$5.99
Quaker High Protein Apples & Cinnamon Instant Oatmeal,$4.99
General Mills Count Chocula Cereal,$3.99
Quaker Instant Oatmeal Lightly Sweetened Maple & Brown Sugar,$4.79
Quaker Dino Eggs Instant Oatmeal,$4.79
"General Mills Strawberry Banana Breakfast Cereal, Whole Grains",$5.99
Flourish Protein Pancake & Waffle Mix Vanilla,$10.49
"Quaker Instant Oatmeal High Fibre, Wild Berry",$4.99
Kelloggs Cereal Special Edition Cinnamon Pecan,$6.99
General Mills Trix Fruity Shapes Cereal,$5.99
Kelloggs Pop Tarts Frosted Choclate,$4.49
"President's Choice Instant Oatmeal, Variety Pack, 8 Pack",$4.29
"General Mills Reese's Puffs Breakfast Cereal, Peanut Butter Chocolate, Jumbo Size",$10.99
"Cream of Wheat Cream Of Wheat, Instant Original",$4.79
PC Blue Menu Cereal Original Muesli,$4.29
Rogers Wheat Germ,$3.49
Quaker High Protein Maple & Brown Sugar Flavour Instant Oatmeal,$4.99
"General Mills Nature Valley Protein Granola, Oats 'n Honey, Family Size",$8.99
Post Blueberry Flax Granola,$3.99
Cora Crepe Mix Plain,$7.49
PC Blue Menu Buttermilk Protein Pancake,$4.79
PC Blue Menu Apple Cinnamon Flavour Protein Pancake Mix,$4.79
Pearl Milling Company Complete Original Pancake & Waffle Mix,$5.49
Kelloggs Strawberry Bites,$7.49
Post With Almonds Cereal,$3.99
Kelloggs Vector Meal Replacement Cereal,$6.99
Lulubelle & Co Gluten-Free Pancake Mix,$7.99
"General Mills Oatmeal Crisp Breakfast Cereal, Triple Berry, High Fibre and Whole Grains",$5.99
"General Mills Cinnamon Toast Crunch Breakfast Cereal, Jumbo Size, Whole Grains",$10.99
KODIAK CAKES Maple & Brown Sugar Flavour Instant Oatmeal,$7.99
Quaker Regular Family Size Instant Oatmeal,$7.99
Quaker Harvest Crunch Light & Crisp Raisin Almond Granola Cereal,$5.49
Post Tim Hortons Flavoured Cereal Birthday Cake,$3.99
PC Blue Menu Blue Menu Maple and Brown Sugar Flavour Supergrains Oatmeal,$4.49
Kelloggs Elf on the Shelf,$6.99
Quaker Cap'n Crunch's Holiday Crunch cereal,$5.49
"General Mills Nesquik Chocolate Breakfast Cereal, Family Size, Whole Grains",$6.49
General Mills Cheerios Cereal Multi Grain Jumbo,$11.99
PC Blue Menu Bran Flakes Cereal,$7.99
"General Mills Oatmeal Crisp Breakfast Cereal, Maple Nut, Family Size, High Fibre",$6.49
Kelloggs Special K Vanilla Almond Family Size Cereal,$6.49
Quaker Oatmeal Squares Cereal,$5.49
Quaker Quick Cook Steel Cut Oatmeal - Brown Sugar Cinnamon,$4.99
Jakeman's Premium Buttermilk Pancake Mix Pouch Bag,$5.29
"General Mills Cinnamon Chex Breakfast Cereal, Gluten Free, Whole Grains",$5.99
"Quaker Oats, Large Flake",$4.69
"General Mills Cheerios Oat Crunch Breakfast Cereal, Oats 'N Honey, Family Size",$5.99
Farm Girl Chocolate Nut Based Keto Granola,$14.99
"Rogers Porridge Oats, Ancient Grain Blend",$5.49
Quaker Harvest Crunch Canadian Maple Granola Cereal,$5.49
"General Mills Nesquik Chocolate Breakfast Cereal, Jumbo Size",$10.99
Robin Hood 100% Whole Grains Large Flake Oats,$4.79
PC Blue Menu Omega 3 Granola,$4.29
"General Mills Fibre One Breakfast Cereal, Honey Clusters, High Fibre and Whole Grains",$7.99
"General Mills Rice Chex, Gluten Free",$5.99
"Kelloggs Mini-Wheats Cereal, Brown Sugar Flavour",$6.99
Post Tim Hortons Naturally Flavoured Cereal Apple Fritter,$3.99
President's Choice Frosted Flakes Cereal,$5.49
Quaker Quick Cook Steel Cut Oats,$5.99
"General Mills Original Cheerios Breakfast Cereal, Jumbo Size, Whole Grains",$11.99
Kelloggs Cereal Honey Flavour Special Edition,$6.99
PC Blue Menu Whole Grain Pancake And Waffle Mix,$4.49
Flourish Protein Pancake & Waffle Mix Pumpkin Spice Limited Edition,$10.49
Flourish Pancake & Waffle Mix Blueberry Keto,$13.99
Flourish Protein Pancake & Waffle Mix Buttermilk,$10.49
PC Blue Menu Banana Nut Omega 3 Granola Boost Cereal,$4.29
"General Mills Oatmeal Crisp Breakfast Cereal, Almond, Family Size, High Fibre",$6.49
Quaker Apples & Cinnamon Instant Oatmeal,$4.79
Quaker Oat Bran creamy hot cereal,$4.79
Post Shredded Wheat Big Biscuit Cereal,$3.99
General Mills Golden Grahams Crunch Cereal,$5.99
"Kelloggs Mini Wheats Minis Cereal, Original",$6.99
Post Honey Bunches Of Oat Honey Roasted Cereal,$3.99
Kelloggs Frosted Flakes,$11.99
Kelloggs Special K Red Berries Cereal,$6.99
PC Blue Menu 100% Whole Grain Steel Cut Oats,$4.49
"Divina Krunch Granola, Omega-3 & Nuts",$5.99
Quaker One Minute Oats,$4.69
Betty Crocker Bisquick Pancake and Baking Mix,$4.99
Nature's Mix Honey Almond Granola,$7.99
Flourish Protein Pancake & Waffle Mix,$10.49
President's Choice Loads Of Raisins Raisin Bran Cereal,$5.49
Kelloggs Crispix Cereal,$6.99
"General Mills Honey Nut Cheerios Breakfast Cereal, Jumbo  Size, Whole Grains",$11.99
President's Choice Plant Based Pancake Mix Original,$5.49
The Maple Treat Pure Maple Shaker Pancakes,$2.99
"General Mills Caramel Toast Crunch Breakfast Cereal, Whole Grains and Real Cinnamon",$5.99
"Post Honey Bunches Of Oat Oats, Honey & Almonds Granola",$3.99
Quaker Peaches & Cream Flavour Instant Oatmeal,$4.79
PC Blue Menu Polyphenols Mixed Berry Granola Boost Cereal,$4.29
Kashi Organic Honey Toasted Oat Cereal,$7.49
"Quaker Instant Oatmeal, Cookies 'N Crème",$4.79
General Mills Reese's Puffs Minis,$5.99
Kelloggs Poptarts Frosted Blueberry Flavour Family Size Mini Pastries,$7.49
"General Mills Oatmeal Crisp Breakfast Cereal, Triple Berry, Family Size",$6.49
Kelloggs Cereal Original Family Size,$6.49
Rawcology Organic Raw Crunch Granola Blueberry With Acai,$10.99
KODIAK CAKES Chocolate Chip Instant Oatmeal,$7.99
PC Blue Menu Fibre First Multi-Bran Cereal,$5.99
General Mills Chocolate Cheerios Breakfast Cereal,$5.99
Kelloggs Meal Replacement Family Size,$6.49
"General Mills Oatmeal Crisp Breakfast Cereal, Almond, Jumbo Size, High Fibre",$10.99
"KODIAK CAKES Power Cakes Flapjack & Waffle Mix, Buttermilk",$8.49
No Name Chicken Broth,$1.99
No Name Reduced Sodium Chicken Broth,$1.99
Campbell's Condensed Soup Tomato,$2.29
No Name Diced Tomatoes,$1.99
Campbell's Cream of Mushroom Condensed Soup,$2.29
No Name Flaked Light Tuna,$1.49
No Name Dark Red Kidney Beans,$1.89
"Clover Leaf Flaked Light Tuna, Skip Jack In Water",$2.39
No Name Black Beans,$1.89
No Name Beef Broth,$1.99
No Name Diced Tomatoes with Herbs and Spices,$1.99
"Clover Leaf Chunk Light Tuna, Skip Jack In Water",$2.39
No Name Chunk Light Tuna,$1.49
No Name Vegetable Broth,$1.99
No Name Reduced Sodium Beef Broth,$1.99
Campbell's Chicken Broth,$3.29
Green Giant Peaches & Cream Corn,$1.79
No Name Chickpeas,$1.89
Unico Red Kidney Beans,$1.99
No Name Sliced Mushrooms,$1.79
No Name Crushed Tomatoes,$1.99
No Name Whole Kernel Crisp Corn,$1.79
Unico Diced Tomatoes,$2.49
Campbell's 30% Less Sodium Chicken Broth,$3.29
Campbell's Condensed Soup Chicken Noodle,$2.29
PC Blue Menu Black Beans,$1.89
Aylmer Original Diced Tomatoes,$2.79
Unico Black Beans,$1.99
Heinz Original Beans in Tomato Sauce,$2.49
No Name Cream-Style Corn,$1.79
"Green Giant Corn Niblets, Whole Kernel",$1.79
Campbell's No Salt Added Chicken Broth,$3.29
Campbell's Cream of Chicken Soup,$2.99
Campbell's Chunky Chicken with Noodles,$3.49
Campbell's Condensed Soup Vegetable,$2.29
Campbell's Beef Broth,$3.29
Green Giant Creamy Style Sweet Corn,$1.79
Unico Chick Peas,$1.99
PC Blue Menu Chickpeas,$1.89
Aylmer Diced Tomatoes with Italian Spices,$2.79
No Name Condensed Cream Of Mushroom Soup,$1.49
No Name Unsweetened Apple Sauce,$3.19
PC Blue Menu Dark Red Kidney Beans,$1.89
PC Blue Menu Diced Tomatoes,$1.99
"Unico Diced Tomatoes, Herbs & Spices",$2.49
Heinz Alphaghetti,$2.49
Unico Crushed Tomatoes,$2.49
Campbell's 30% Less Sodium Beef Broth,$3.29
No Name Pineapple Tidbits in Pineapple Juice,$2.49
"Campbell's Chunky Chili, Homestyle",$4.29
"Unico Tuna, Light Solid in Oil",$1.69
Cullen's Organic Canned Chickpeas,$5.49
Heinz Deep-Browned Beans with Pork & Molasses,$2.49
"Unico Sundried Tomato, Julienne",$4.99
M'Lord Bing Cherries,$5.99
Heinz Maple Style Beans with Pure Quebec Maple Syrup,$2.49
"Unico Peppers Flame Roasted, Sliced",$4.49
"M'Lord Asparagus, Green",$4.99
Yves Organic Black Beans,$3.29
Bush's Best Sweet and tangy Baked Beans,$2.79
Rio Mare Insalatissime Rice and Light Tuna Salad Spicy,$4.99
"Chef Boyardee Mini, Beef Ravioli",$2.99
Inca's Gold Organic Chia Black,$12.99
Brunswick Sardine Filets,$2.79
Puritan Irish Stew,$2.99
No Name Dill Chips Pickles,$5.49
"Mott's Fruitsations Apple Sauce, Unsweetened",$3.49
Clover Leaf Sardines Boneless Fillets Olive Oil,$2.99
No Name Rich & Chunky Vegetable with Pasta Soup,$2.99
GoldSeal Salmon Sockeye,$6.49
Dole Crushed Pineapple in Pineapple Juice,$2.79
Chef Boyardee Beefaroni,$2.99
Strubs Simply Dill & Garlic Pickles,$7.99
RODOLFI Crushed Tomatoes,$2.49
"Brunswick Sardines, Hot Peppers",$2.79
Heinz Scooby-Doo Shaped Pasta,$2.49
No Name Sardines,$1.49
"Clover Leaf Flaked Light Tuna, In Water, Low Sodium",$2.39
Stagg Dynamite Hot Chili With Beans,$4.29
President's Choice Baby Dill Pickles,$3.99
Yves Organic Kidney Beans,$3.29
Kuehne Barrel Dill Pickles Sweet & Sour,$8.99
"Clover Leaf Tuna Salad Kit, Spicy Thai Chili",$2.79
Rio Mare Light Tuna Fillets in Olive Oil,$8.99
Ocean's Halo Flaked White Tuna,$3.99
Heinz Spaghetti in Tomato Sauce with Cheese,$2.49
Chef Boyardee Beef Ravioli,$2.99
Crown Kosher Cut Baby Corn,$2.79
"Yehuda Kosher Gefilte Fish, Original",$7.99
Spam Classic Fully Cooked Luncheon Meat,$5.49
President's Choice Plant Based Vegetable and Bean Chili,$3.99
Unico Pepper Rings Pickled Hot,$5.49
Bush's Best Baked Beans - Maple,$2.79
Del Monte Stewed Prunes,$6.99
Yu Jia Xiang Fried Dace With Salted Black Beans,$3.99
No Name Sweet Gherkin Pickles,$6.99
PC Blue Menu Blue Menu Chicken Breast Seasoned Chunk,$3.49
Manning Canning Spicy Pickled Carrots,$11.99
Manning Canning Sundried Tomato Mustard,$11.99
Rio Mare Solid Light Tuna in Olive Oil with Italian Chilli,$8.49
PC Blue Menu Potato and Leek Ready-to-Serve Soup,$2.79
Mario's Chunky Corned Beef,$6.49
Garofalo It Peeled Tomatoes,$3.99
Swiss Chalet Chicken Rice Soup,$3.99
"Campbell's Cream of Mushroom Soup, Less Salt",$2.99
Campbell's Garden Vegetable Minestrone Ready to Serve Soup,$2.99
Tim Hortons Chicken Noodle Soup,$4.49
President's Choice Sweet Mixed Pickles,$3.99
No Name Sliced Manzanilla Olives,$3.49
Campbell's Herbed Chicken with Rice Ready to Serve Soup,$2.99
Tamam Red Kidney Beans,$1.49
President's Choice Hot & Zesty Deli Sliced Pickles,$4.49
"Aroy D Aroy-D, Red Curry",$3.49
No Name Marinated Quartered Artichoke Hearts,$2.79
No Name Miniature Cut Cobs of Corn,$1.99
President's Choice World of Flavours Thai Chicken Soup,$3.49
Tamam Green Lentils,$1.49
PC Blue Menu Carrot and Ginger Ready-to-Serve Soup,$2.79
Campbell's Concentrated Beef Broth,$3.29
Tamam Stuffed Vine Leaves,$3.79
Campbell's Mushroom Broth,$3.29
Campbell's Condensed Tomato with Basil and Oregano,$2.99
No Name Pickled Sliced Beets,$5.49
Bicks Pickled Mild Banana Pepper Chunks,$6.49
Matt & Steve's Pickle Spears Garlic & Dill,$6.49
"Campbell's Canned Soup, 30% Less Sodium Thai Chicken Broth",$3.29
Governor's Choice Govenor's Choice Jamaican Callaloo,$3.29
